label,output_tag,num_uavs,assignment_rule,train_episodes,actor_lr,critic_lr,clip_ratio,entropy_coef,value_coef,reward_energy_weight,reward_action_magnitude_weight,use_movement_budget,completion_rate,average_latency,total_energy,cache_hit_rate,fairness_uav_load,heuristic_completion_rate,heuristic_average_latency,heuristic_total_energy,heuristic_cache_hit_rate,heuristic_fairness_uav_load,delta_completion_rate,delta_average_latency,delta_total_energy,checkpoint_path,train_log_path,eval_path
paper_main_u2,paper_main_u2,2,nearest_uav,30,0.00025,0.0008,0.18,0.008,0.6,1.5,0.2,True,1.0,0.25996951130234985,50.27020852408417,0.9099637681159419,0.6,1.0,0.25996999112363817,27.865925714269967,0.909963768115942,0.6,0.0,-4.798212883128095e-07,22.4042828098142,C:\Users\woshinibaba\Documents\研究生\论文\毕业论文\论文正式\第四章\results\marl_shared_ppo_u2_nearest_uav_paper_main_u2.pt,C:\Users\woshinibaba\Documents\研究生\论文\毕业论文\论文正式\第四章\results\marl_train_shared_ppo_u2_nearest_uav_paper_main_u2.json,C:\Users\woshinibaba\Documents\研究生\论文\毕业论文\论文正式\第四章\results\marl_eval_shared_ppo_u2_nearest_uav_paper_main_u2.json
paper_main_u3,paper_main_u3,3,nearest_uav,30,0.00025,0.0008,0.18,0.008,0.6,1.5,0.2,True,1.0,0.26831519456870234,71.75571435026387,0.9013257575757576,0.31666666666666665,1.0,0.2683213481301926,42.57059405190918,0.9013257575757576,0.3558823529411764,0.0,-6.153561490251924e-06,29.18512029835469,C:\Users\woshinibaba\Documents\研究生\论文\毕业论文\论文正式\第四章\results\marl_shared_ppo_u3_nearest_uav_paper_main_u3.pt,C:\Users\woshinibaba\Documents\研究生\论文\毕业论文\论文正式\第四章\results\marl_train_shared_ppo_u3_nearest_uav_paper_main_u3.json,C:\Users\woshinibaba\Documents\研究生\论文\毕业论文\论文正式\第四章\results\marl_eval_shared_ppo_u3_nearest_uav_paper_main_u3.json
